"Year","Area","Street","Street.2"
2012,"Wolverhampton","New St Station",
2012,"Walsall","New St Station",
2012,"Wolverhampton","New St Station",
2012,"Solihull","New St Station",
2012,"Walsall","New St Station",
2012,"Walsall","New St Station",
2012,"Coventry","New St Station",
2012,"Walsall"," New St Station, Birmingham",
2012,"Sandwell"," New St Station, Birmingham",
2012,"Walsall","New St Station ",
2012,"Wolverhampton"," New St, Birmingham",
2012,"Coventry"," New St, City Centre",
2012,"Birmingham"," New St, City Centre",
2012,"Wolverhampton"," New St, City Centre",
2012,"Coventry"," New St, City Centre",
2012,"Coventry"," New St, City Centre",
2012,"Wolverhampton"," New St, City Centre ",
2012,"Coventry"," Newtown Drive, Newtown",
2012,"Wolverhampton","Ninehva Rd",
2012,"Wolverhampton"," Nineva Rd, Handlworth",
2012,"Walsall"," Ninevah Rd, Birmingham",
2012,"Solihull"," Niniva Rd, Handsworth",
2012,"Walsall","O S Bliss Nightclub",
2012,"Walsall"," O S Bliss, Broad St",
2012,"Birmingham"," O S Gatecrasher, Broad St",
2012,"Solihull"," O S Gatecrasher, Broad St",
2012,"Coventry"," O S Gatecrasher, Broad St",
2012,"Coventry"," O S Gatecrasher, Broad St",
2012,"Walsall"," O S Gatecrasher, Broad St",
2012,"Birmingham","O S New St Train Station",
2012,"Coventry"," O S Ricco, Broad St",
2012,"Wolverhampton"," O S St Martins Hospital, Bull Ring Area",
2012,"Walsall"," O S St Martins Hospital, Bull Ring Area",
2012,"Coventry","O S Thornhill Rd Police Station",
2012,"Sandwell","O S Walkabout Broad St",
2012,"Wolverhampton"," O S Walkabout, Broad St",
2012,"Solihull"," O S Walkabout, Broad St, Birmingham",
2012,"Walsall"," O2 Acadamy,Bristol St",
2012,"Wolverhampton"," O2 Academy, Birmingham",
2012,"Walsall","Old Snow Hill",
2012,"Walsall"," Outside Arcadia Centre, City Centre",
2012,"Wolverhampton"," Outside Bliss,Broad St",
2012,"Coventry","Outside The Village Ph Digbeth",
2012,"Walsall"," Oxford St, Digbeth",
2012,"Wolverhampton"," Oxhill Rd, Handsworth, Birmingham",
2012,"Walsall"," Paradise Circus, Birmingham",
2012,"Coventry"," Paradise Circus, City Centre",
2012,"Dudley","Paradise Forum",
2012,"Coventry","Paradise Forum",
2012,"Birmingham","Park Rd",
2012,"Sandwell","Park St",
2012,"Walsall","Park St",
2012,"Birmingham","Peel St",
2012,"Coventry"," Pershore St, City Centre",
2012,"Walsall"," Pershore St, City Centre ",
2012,"Walsall","Pic S H A",
2012,"Coventry"," Platform 7, Birmingham New St",
2012,"Wolverhampton","Princip St",
2012,"Coventry","Prior Queens Way",
2012,"Wolverhampton","Priory Queensway",
2012,"Wolverhampton","Priory Square",
2012,"Wolverhampton"," Putney Rd, Handsworth",
2012,"Coventry","Queens Way",
2012,"Solihull"," Queens Way, Birmingham City Centre",
2012,"Wolverhampton"," Queslett Rd, Great Barr",
2012,"Wolverhampton"," Rainbow Bar, Digbeth, Birmingham",
2012,"Birmingham","Rainbow Warehouse Club",
2012,"Walsall","Rainbow Warehouse Club",
2012,"Coventry"," Rea  St, Digbeth",
2012,"Coventry"," Rea St, City Centre",
2012,"Coventry"," Reception Area Of Ibis Hotel, Ladywell Walk",
2012,"Solihull"," Richmond Rd, Stechford",
2012,"Birmingham"," Rococco, Broad St, Birmingham",
2012,"Sandwell","Rookery Rd",
2012,"Birmingham"," Rushden St, Ladywood",
2012,"Wolverhampton","Sainsbury Oldbury",
2012,"Coventry","Sandon Rd",
2012,"Sandwell","Sheepcote St Back Of Brindley Place",
2012,"Dudley","Sherlock St",
2012,"Coventry"," Sherlock St, Birmingham",
2012,"Coventry"," Small Brook, Queensway",
2012,"Coventry","Smallbrook Queensway",
2012,"Birmingham","Smallbrook Queensway",
2012,"Walsall","Smallbrook Queensway",
2012,"Coventry","Smallbrook Queensway",
2012,"Dudley","Smallbrook Queensway",
2012,"Walsall","Smallbrook Queensway",
2012,"Birmingham"," Smallbrook Queensway, Birmingham",
2012,"Solihull","Soho Rd",
2012,"Coventry","Soho Rd",
2012,"Dudley","Soho Rd",
2012,"Coventry","Soho Rd",
2012,"Coventry"," Soho Rd, Handsworth",
2012,"Birmingham","Spical St",
2012,"Birmingham"," Spiceal St, Bullring",
2012,"Walsall","Springhill Winson Green",
2012,"Coventry","St Johns Walk",
2012,"Birmingham"," St Martins Church, Bullring",
2012,"Wolverhampton"," St Martins Church, Bullring",
2012,"Birmingham","St Martins Queensway",
2012,"Sandwell"," St Martins Square, City Centre",
2012,"Birmingham","St Phillips Cathedral",
2012,"Coventry"," St Phillips Churchyard, Temple Row",
2012,"Walsall","Star City",
2012,"Birmingham"," Star City, Birmingham",
2012,"Wolverhampton","Stealhouse Lane",
2012,"Sandwell","Steelhouse Lane",
2012,"Walsall","Steelhouse Lane",
2012,"Sandwell","Steelhouse Lane City Centre",
2012,"Wolverhampton","Steelhouse Lane Police Station",
2012,"Birmingham"," Suffolk St Queensway, City Centre",
2012,"Wolverhampton"," Summer Row, Birmingham",
2012,"Walsall"," Summer Row, Birmingham",
2012,"Coventry"," Summer Row,City Centre",
2012,"Walsall","Tanhouse Fish Bar",
2012,"Solihull"," Tescos, Aston",
2012,"Wolverhampton"," Tescos, New St",
2012,"Wolverhampton","Tew Park Rd Handsworth",
2012,"Wolverhampton","The Arcadian Centre",
2012,"Dudley"," The Bullring,",
2012,"Coventry"," The Review Bar, Arcadian, Birmingham",
2012,"Wolverhampton"," Thimblemill Rd, Smethwick",
2012,"Solihull"," Three Shires Oak Rd, Bearwood",
2012,"Wolverhampton","Union Passage",
2012,"Walsall"," Union St, City Centre",
2012,"Sandwell","Upper Bull St O S Priory Court",
2012,"Birmingham","Upper Dean St",
2012,"Walsall"," Upper Dean St, Birmingham",
2012,"Birmingham"," Vauxhall Rd, Neachells",
2012,"Sandwell"," Vauxhall Rd, Neachells",
2012,"Coventry"," Vicarage Rd,Handsworth",
2012,"Wolverhampton"," Vicarge Rd, Edgbaston",
2012,"Sandwell","Victoria Square",
2012,"Sandwell","Victoria Square",
2012,"Walsall","Victoria Square",
2012,"Wolverhampton"," Victoria Square Step, Birmingham",
2012,"Walsall","Victoria Square  City Centre ",
2012,"Coventry"," Villa Rd,Lozells",
2012,"Walsall"," Wallface, West Bromwich",
2012,"Wolverhampton","Waters St",
2012,"Solihull"," Waverhill Park, Handsworth",
2012,"Coventry","Waverly Hill Park",
2012,"Walsall"," Wellington Crescent, Handsworth, Birmingham",
2012,"Solihull"," West Avenue, Handsworth Wood",
2012,"Wolverhampton","Whitmore St",
2012,"Wolverhampton"," Whitmore St, Bordesley Green",
2012,"Wolverhampton","Whitomore St",
2012,"Walsall","Willes Rd",
2012,"Dudley","Winson St",
2012,"Coventry","Winson St",
2012,"Coventry"," Witton Lodge Rd, Erdington",
2012,"Dudley"," Wright St,Small Heath",
2012,"Dudley","Wrottesley St",
2012,"Coventry","Gosford St",
2012,"Coventry","Albany Ph",
2012,"Wolverhampton"," Allard Way, Coventry",
2012,"Coventry"," Allesley Old Rd ,Coventry ",
2012,"Sandwell","Allton Rd",
2012,"Walsall","Ansty Rd",
2012,"Wolverhampton"," Arena Park , Coventry ",
2012,"Walsall","Beake Avneue",
2012,"Wolverhampton","Beake Avneue",
2012,"Coventry","Beake Avneue",
2012,"Sandwell","Bedlam Lane",
2012,"Wolverhampton","Bedlam Rd",
2012,"Solihull","Birmingham International",
2012,"Wolverhampton","Birmingham International Railway Station",
2012,"Solihull","Blackberry Lane",
2012,"Dudley","Bowers Close",
2012,"Walsall","Britannia Hotel",
2012,"Solihull","Broad Park Rd",
2012,"Wolverhampton","Broadgate",
2012,"Birmingham"," Calcott House, Chace Avenue, Coventry",
2012,"Walsall","Car Park Arena Park",
2012,"Coventry","Carmelite Rd",
2012,"Solihull"," Chace Avenue Police Staion, Front Office ",
2012,"Coventry","Clay Lane",
2012,"Walsall","Concourse Sky Dome",
2012,"Coventry","Corporation St",
2012,"Walsall","Corporation St",
2012,"Walsall","Corporation St",
2012,"Walsall","Corporation St",
2012,"Coventry","Coundon Wedge Drive Coventry",
2012,"Birmingham","Coventry Central Police Station",
2012,"Birmingham","Coventry Central Police Station",
2012,"Coventry","Coventry Oak Ph",
2012,"Coventry","Cox St Coventry",
2012,"Walsall","Croft Rd",
2012,"Sandwell","Croft Rd",
2012,"Dudley","Croft Rd Coventry",
2012,"Sandwell","Cross Cheaping",
2012,"Coventry","Cvfo",
2012,"Coventry","Cvfo",
2012,"Walsall","Cvfo",
2012,"Coventry","Cvfo",
2012,"Birmingham","Denham Avenue",
2012,"Coventry","Earlsdon St",
2012,"Wolverhampton","Elliman Gardens",
2012,"Birmingham"," Ellys Rd ,Radford ",
2012,"Dudley","Far Gosford St",
2012,"Walsall","Far Gosford St",
2012,"Sandwell","Flying Standard",
2012,"Coventry"," Flying Standard, Trinity St, Coventry",
2012,"Walsall","Foleshill Rd",
2012,"Birmingham","Foleshill Rd",
2012,"Wolverhampton","Foleshill Rd",
2012,"Walsall"," Foleshill Rd, Coventry",
2012,"Birmingham","Front Office",
2012,"Walsall","Front Office",
2012,"Wolverhampton"," Front Office Car Park ,Little Park St ,Coventry ",
2012,"Dudley"," Front Office, Little Park St , Coventry",
2012,"Coventry","Gosford St",
2012,"Walsall","Gosford St",
2012,"Coventry"," Gosford St, Coventry",
2012,"Birmingham","Grangemouth Rd",
2012,"Coventry","Hale St",
2012,"Dudley","Hale St",
2012,"Sandwell","Hales St",
2012,"Birmingham","Hales St",
2012,"Coventry","Hampton Rd Coventry",
2012,"Birmingham"," Harnall Lane West , Coventry ",
2012,"Wolverhampton","Harnell Lane East",
2012,"Wolverhampton","Harnell Lane East",
2012,"Wolverhampton"," Harper Rd, Coventry",
2012,"Birmingham"," Harper Rd, Coventry",
2012,"Wolverhampton","Heath Rd",
2012,"Coventry","Hersal Common",
2012,"Sandwell","Hertford St",
2012,"Walsall","Hollybush Ph",
2012,"Wolverhampton","Hollybush Ph",
2012,"Wolverhampton"," Holyhead Rd, Coventry ",
2012,"Coventry","Homer Rd",
2012,"Walsall","Jardine Crescent",
2012,"Dudley","Jordan Well",
2012,"Walsall","Jtn 5 Coventry Ring Rd",
2012,"Solihull","Jubilee Crescent",
2012,"Sandwell","Kasbah",
2012,"Dudley"," Kasbah Night Club, Coventry",
2012,"Walsall"," Kenilworth Rd ,Coventry ",
2012,"Sandwell"," King William St, Coventry",
2012,"Solihull","Little Park St",
2012,"Dudley"," Little Park St ,Coventry ",
2012,"Birmingham","Little Park St",
2012,"Birmingham","Little Park St",
2012,"Wolverhampton","Little Park St",
2012,"Wolverhampton","Little Park St",
2012,"Birmingham"," Little Park St, City Centre",
2012,"Wolverhampton","Longford",
2012,"Birmingham","Longford Rd",
2012,"Birmingham","Lower Ford St",
2012,"Wolverhampton","Lower Ford St",
2012,"Dudley"," Lower Holyhead Rd, Coventry ",
2012,"Sandwell","Lyndale Rd",
2012,"Birmingham","Ma Front Office",
2012,"Walsall","Mafo",
2012,"Wolverhampton","Mafo",
2012,"Sandwell"," Market Way , Coventry ",
2012,"Solihull","Marlcroft",
2012,"Sandwell","Masser Rd",
2012,"Sandwell","Masser Rd",
2012,"Walsall","Masser Rd",
2012,"Sandwell","Masser Rd",
2012,"Dudley","Masser Rd",
2012,"Birmingham","Mb Front Office",
2012,"Birmingham","Mcfo",
2012,"Wolverhampton","Meadow St",
2012,"Sandwell","Middlemarch Rd",
2012,"Birmingham"," Middlemarch Rd ,Radford ,Coventry ",
2012,"Wolverhampton","Mile Lane",
2012,"Walsall","Mile Lane",
2012,"Sandwell","Millennium Place",
2012,"Walsall","Moore St",
2012,"Walsall","Murray Rd",
2012,"Birmingham","New Union St",
2012,"Sandwell","New Union St",
2012,"Birmingham","New Union St",
2012,"Walsall","Outside Cvfo",
2012,"Coventry"," Oxford St, Coventry",
2012,"Coventry","Penny Park Lane",
2012,"Birmingham"," Pensilva Close, Hillfields",
2012,"Dudley","Pool Meadow Bus Station",
2012,"Sandwell","Pool Meadow Bus Station",
2012,"Birmingham","Pool Meadow Bus Station",
2012,"Solihull"," Pool Meadow Bus Station , Coventry ",
2012,"Solihull","Pool Meadow Bus Station ",
2012,"Dudley"," Pool Meadow Police Station, Coventry",
2012,"Wolverhampton","Primrose Hill St Coventry",
2012,"Wolverhampton","Primrose Hill St",
2012,"Wolverhampton","Primrose Hill St",
2012,"Wolverhampton","Primrose Hill St",
2012,"Walsall","Priory Hall",
2012,"Wolverhampton","Quarry Wood Grove",
2012,"Wolverhampton","Quinton Rd",
2012,"Coventry","Raglan St",
2012,"Solihull","Ramada Hotel",
2012,"Coventry"," Rear Of Clique, Hale St",
2012,"Coventry"," Rear Yard, Coventry Central Police Station",
2012,"Wolverhampton","Ricoh Arena",
2012,"Birmingham","Ricoh Arena",
2012,"Coventry","Riley Square",
2012,"Sandwell","Ringway Queens",
2012,"Dudley"," Roseberry Avenue, Coventry",
2012,"Dudley"," Samuel Vale House, St Nicholas St",
2012,"Birmingham"," Samuel Vale House, St Nicholas St",
2012,"Wolverhampton","Sewall Highway",
2012,"Walsall","Sewell Highway",
2012,"Coventry","Sky Dome",
2012,"Coventry","Sky Dome",
2012,"Coventry","Sky Dome",
2012,"Sandwell","Sky Dome",
2012,"Dudley","Sky Dome",
2012,"Wolverhampton","Sky Dome",
2012,"Solihull"," Sky Dome, Coventry",
2012,"Wolverhampton","Skydome",
2012,"Coventry","Skydome",
2012,"Wolverhampton","Skydome",
2012,"Walsall","Skydome Carpark",
2012,"Dudley","Skydome Carpark",
2012,"Sandwell","Skydome Carpark",
2012,"Wolverhampton","Skydome Complex",
2012,"Wolverhampton","Skydome Complex",
2012,"Solihull","Skydome Complex",
2012,"Wolverhampton","Skydome Complex",
2012,"Birmingham","Skydome Concourse",
2012,"Wolverhampton","Skydome Concourse",
2012,"Birmingham","Skydome Concourse",
2012,"Solihull","Skydome Concourse",
2012,"Sandwell","Skydome Concourse",
2012,"Sandwell","Skydome Concourse",
2012,"Wolverhampton","Skydome Concourse",
2012,"Birmingham"," Skydome Concourse ,Coventry ",
2012,"Walsall"," Skydome Concourse ,Coventry ",
2012,"Coventry"," Skydome Concourse, Coventry City Centre",
2012,"Dudley"," Skydome Concourse, Coventry ",
2012,"Coventry","Skydome Concourse ",
2012,"Birmingham","Skydome Coventry",
2012,"Birmingham","Somerset Rd",
2012,"Walsall","Spon St Coventry",
2012,"Coventry","Spon St",
2012,"Wolverhampton","Spon St",
2012,"Dudley","Spon St",
2012,"Solihull","Spon St",
2012,"Solihull","Spon St",
2012,"Birmingham"," Spon St , Coventry ",
2012,"Coventry"," Spon St, Coventry",
2012,"Birmingham"," Spon St, Coventry",
2012,"Walsall"," Spon St, Coventry",
2012,"Dudley","St Patricks Rd",
2012,"Birmingham"," St Thomas Rd, Longford, Coventry",
2012,"Birmingham"," Station Square, Coventry",
2012,"Dudley"," Station Square, Coventry",
2012,"Walsall"," Station Square, Coventry",
2012,"Wolverhampton","Stoney  Stanton Rd",
2012,"Coventry","Stoney Stanton Rd",
2012,"Coventry","Stoney Stanton Rd",
2012,"Wolverhampton","Stoney Stanton Rd",
2012,"Wolverhampton","Stoney Stanton Rd",
2012,"Walsall","Stoney Stanton Rd",
2012,"Solihull","Tamworth Rd",
2012,"Sandwell"," Tanyard Close ,Tanyard Farm ,Coventry ",
2012,"Dudley","Tarquin Close",
2012,"Sandwell","Taxi Rank Train Station Coventry",
2012,"Sandwell","The Burges",
2012,"Birmingham","The Burgess",
2012,"Coventry","The Burgess",
2012,"Birmingham","The Butts",
2012,"Dudley"," The Castle Pub, Little Park St ,Coventry ",
2012,"Wolverhampton","The Chesils",
2012,"Walsall","The Flying Standard Public House",
2012,"Sandwell","The Grapes Ph O S",
2012,"Coventry","Trafalgar  House",
2012,"Walsall","Trinity St",
2012,"Solihull","Trinity St",
2012,"Sandwell","Trinity St",
2012,"Wolverhampton","Trinity St",
2012,"Solihull","Uhcw",
2012,"Coventry","University Hospital",
2012,"Walsall","University Hospital Coventry",
2012,"Dudley"," Unniversity Hospital, Coventry",
2012,"Walsall","Upper Spon St",
2012,"Coventry","Victoria St",
2012,"Wolverhampton","Wallace Rd",
2012,"Wolverhampton","Walsgrave Hospital ",
2012,"Dudley","Walsgrave Rd",
2012,"Sandwell","Walsgrave Rd",
2012,"Wolverhampton","Warwick Rd",
2012,"Coventry","Warwick Row Coventry",
2012,"Coventry","West Avenue",
2012,"Walsall","Willenhall Lane",
2012,"Birmingham","Willenhall Lane",
2012,"Coventry","Windsor St",
2012,"Coventry","Windsor St",
2012,"Walsall","Winsor St",
2012,"Solihull"," Woodway Lane ,Coventry ",
2012,"Coventry","Wyken Croft",
2012,"Wolverhampton","Yardley St",
2012,"Dudley","Hagley Rd  Halesowen",
2012,"Birmingham","Bachelor Close",
2012,"Sandwell"," Bearwood Rd , Bearwood",
2012,"Coventry"," Bell St, Stourbridge",
2012,"Wolverhampton"," Bhan Rd,",
2012,"Wolverhampton","Bhps Front Office",
2012,"Solihull","Birmingham New Rd",
2012,"Sandwell"," Birmingham St, Stourbridge",
2012,"Wolverhampton"," Birmingham St, Stourbridge",
2012,"Birmingham"," Bridfgnorth Rd, Stourbridge",
2012,"Solihull","Brierley Hill High St",
2012,"Walsall","Bus Station Dudley",
2012,"Wolverhampton"," Bus Station, Merry Hill Centre",
2012,"Walsall"," Castle Hill, Dudley",
2012,"Solihull"," Castle Hill, Dudley",
2012,"Walsall","Charles Ave",
2012,"Dudley"," Church St, B Hill",
2012,"Coventry"," Church St, Stourbridge",
2012,"Wolverhampton","Cinder Bank Dudley",
2012,"Walsall","Clifton Ph Sedgley",
2012,"Wolverhampton","Clydesdale Tower",
2012,"Wolverhampton","Cobden St",
2012,"Coventry","Corbett Crescent Stourbridge",
2012,"Coventry","Coventry St",
2012,"Wolverhampton"," Delph Rd, B Hill",
2012,"Walsall","Dingle Rd Dudley",
2012,"Birmingham","Dudley Bus Station",
2012,"Solihull","Dudley High St",
2012,"Wolverhampton","Dudley Police Station",
2012,"Walsall"," Envill St , Stourbridge",
2012,"Wolverhampton","Enville St Stourbridge",
2012,"Birmingham","Front Office Brierley Hill Police Station",
2012,"Coventry","Gaimage St",
2012,"Walsall","Hagley Rd",
2012,"Coventry","Hagley Rd Stourbridge",
2012,"Birmingham","Halesowen Bus Station",
2012,"Dudley","Halesowen Bus Station",
2012,"Dudley","Halesowen Police Station",
2012,"Solihull","Hall St Dudley",
2012,"Sandwell"," Harvester, Hagley Rd",
2012,"Walsall"," High  St , Brierley Hill",
2012,"Coventry","High St Bhill",
2012,"Sandwell","High St Dudley",
2012,"Sandwell","High St Stourbridge",
2012,"Walsall","High St Stourbridge",
2012,"Wolverhampton"," High St, B Hill",
2012,"Coventry"," High St, Lye",
2012,"Solihull"," High St, Stourbridge",
2012,"Walsall"," High St, Stourbridge",
2012,"Wolverhampton"," High St, Stourbridge",
2012,"Sandwell"," High St, Stourbridge",
2012,"Birmingham"," High St, Stourbridge",
2012,"Birmingham"," High St, Stourbridge",
2012,"Sandwell"," High St, Stourbridge",
2012,"Coventry"," High St, Stourbridge",
2012,"Birmingham","High St",
2012,"Coventry","High St",
2012,"Walsall","High St",
2012,"Wolverhampton","High St",
2012,"Wolverhampton","High St",
2012,"Sandwell"," High St , Stourbridge",
2012,"Coventry"," High St , Stourbridge",
2012,"Wolverhampton"," High St , Stourbridge",
2012,"Coventry","High St Brierley Hill",
2012,"Wolverhampton","High St Brierley Hill",
2012,"Walsall","High St Brierley Hill",
2012,"Birmingham","High St Stourbridge",
2012,"Sandwell","High St Stourbridge",
2012,"Solihull","High St Stourbridge",
2012,"Walsall","High St Stourbridge",
2012,"Dudley","High St Stourbridge",
2012,"Coventry"," High St, Dudley",
2012,"Coventry"," High St, Lye",
2012,"Walsall"," High St, Lye ",
2012,"Wolverhampton"," High St, Stourbridge",
2012,"Walsall"," High St, Stourbridge",
2012,"Birmingham"," High St, Stourbridge",
2012,"Sandwell"," High St, Stourbridge",
2012,"Coventry"," Highland Rd, Dudley",
2012,"Wolverhampton"," Hill St, Brierley Hill",
2012,"Walsall","Hillside Rd",
2012,"Dudley","Home Address",
2012,"Walsall"," Level St , Brierley Hill",
2012,"Wolverhampton","Lye High St",
2012,"Sandwell","Malvern Crescent",
2012,"Sandwell"," Market St, Kford",
2012,"Walsall","Merry Hill",
2012,"Sandwell","New St",
2012,"Birmingham","New St Dudley",
2012,"Wolverhampton","New St Dudley",
2012,"Sandwell"," New St, Dudley",
2012,"Birmingham"," North St, Dudley",
2012,"Solihull","Norton Rd",
2012,"Dudley","Oakfield Rd Wollescote",
2012,"Wolverhampton","Os Bhps",
2012,"Wolverhampton","Overend Rd",
2012,"Wolverhampton","Park Rd Netherton",
2012,"Sandwell"," Pedmore Rd,Lye",
2012,"Walsall","Quarry Bank High St",
2012,"Coventry","Queens Way Halesowen",
2012,"Sandwell"," Springfield Rd, Blackheath",
2012,"Wolverhampton","St Michaels St West Bromwich",
2012,"Wolverhampton","Stourbridge High St",
2012,"Wolverhampton","Stourbridge High St",
2012,"Wolverhampton","Stourbridge High St",
2012,"Coventry","Stourbridge High St",
2012,"Coventry","Stourbridge High St",
2012,"Walsall","Stourbridge High St",
2012,"Coventry","Stourbridge Town Centre",
2012,"Sandwell","Sunderland Drive Amblecote",
2012,"Sandwell","Sunderland Drive Amblecote",
2012,"Walsall","Sunderland Drive Amblecote",
2012,"Birmingham","Sunderland Drive Amblecote",
2012,"Wolverhampton"," The Forge, Cradley Heath",
2012,"Birmingham"," Tower St, Dudley",
2012,"Dudley"," Tower St, Dudley",
2012,"Solihull"," Trident Centre, Dudley",
2012,"Wolverhampton","Wolverhampton St Dudley",
2012,"Walsall"," Worcester St, Stourbridge",
2012,"Walsall"," Worcester St, Stourbridge",
2012,"Walsall"," Worcester St, Stourbridge",
2012,"Walsall"," Worcester St, Stourbridge",
2012,"Sandwell"," Worcester St, Stourbridge",
2012,"Solihull","Anchor Lane",
2012,"Coventry","Apres Solihull Town Centre",
2012,"Sandwell","Aspen Dr Cwtc",
2012,"Wolverhampton","Bham International",
2012,"Wolverhampton","Bham International",
2012,"Walsall","Bhx",
2012,"Sandwell","Bhx",
2012,"Coventry","Bhx",
2012,"Coventry","Bhx       Terminal 1",
2012,"Sandwell","Birch Croft",
2012,"Walsall","Birmingham Airport",
2012,"Walsall","Birmingham International  Airport",
2012,"Wolverhampton"," Blossomfield Rd, Solihull",
2012,"Wolverhampton","Boldmere Gate",
2012,"Wolverhampton","Bosworth Drive",
2012,"Walsall","Bp Warwick Rd Olton",
2012,"Birmingham"," Bradford Rd, Castle Brom",
2012,"Birmingham","Burges",
2012,"Birmingham","Burges",
2012,"Coventry","Campden Green",
2012,"Wolverhampton","Chapelhouse Rd",
2012,"Solihull","Chester Rd",
2012,"Coventry","Chester Rd",
2012,"Solihull","Chester Rd",
2012,"Dudley"," Chester Rd, Castlebromwich",
2012,"Coventry"," Chester Rd, Kingshurst",
2012,"Birmingham"," Churchill Rd, Solihull",
2012,"Sandwell","Clopton Crescent",
2012,"Wolverhampton","Clopton Crescent",
2012,"Birmingham"," Cooks Lane, Chelmsley Wood",
2012,"Sandwell","Drury Lane",
2012,"Walsall"," Drury Lane ,Solihull ",
2012,"Dudley","Farthings Ph   Green Lane",
2012,"Wolverhampton"," Forth Drive, Chelmsley Wood",
2012,"Birmingham"," Glebe Rd, Solihull",
2012,"Dudley"," Green Lane , Shirley",
2012,"Walsall"," Greville Pub, Solihull, Birmingham",
2012,"Birmingham","Harvester Pub Solihull",
2012,"Dudley","Heaton Rd Solihull",
2012,"Solihull","Helmsford Drive",
2012,"Walsall","Helmswood Drive",
2012,"Dudley","High St Knowle",
2012,"Coventry","High St Solihull",
2012,"Sandwell","High St Solihull",
2012,"Birmingham","High St Solihull",
2012,"Walsall","High St Solihull",
2012,"Wolverhampton"," High St, Solihull",
2012,"Birmingham"," High St, Solihull",
2012,"Coventry"," High St, Solihull",
2012,"Birmingham","High St",
2012,"Wolverhampton","High St",
2012,"Coventry","High St",
2012,"Coventry","High St",
2012,"Wolverhampton","High St",
2012,"Walsall","High St  Os Hogs Head",
2012,"Wolverhampton"," High St , Solihull",
2012,"Sandwell","High St Solihull",
2012,"Dudley","High St Solihull",
2012,"Solihull","High St Solihull",
2012,"Wolverhampton"," High St, Solihull",
2012,"Solihull","Homer Rd",
2012,"Walsall","Homer Rd",
2012,"Wolverhampton","Homer Rd Solihull",
2012,"Sandwell","Hurst Lane North J W Green Lane",
2012,"Birmingham"," Kilcote Rd, Shirley",
2012,"Wolverhampton","Knowle Park",
2012,"Wolverhampton"," Lode Lane, Solihull, Birmingham",
2012,"Coventry","London Rd",
2012,"Solihull","M42",
2012,"Sandwell","Mc Donalds High St Solihull",
2012,"Wolverhampton","Mell Square",
2012,"Coventry"," Mortons, Dickens Heath, Solihull",
2012,"Sandwell","Nec",
2012,"Coventry"," O S Bangor House, Forth Drive, Chelmsley Wood",
2012,"Solihull"," O S Hoggs Head Ph, Poplar Rd, Solihull",
2012,"Wolverhampton","O S Hoggs Head Poplar Way Solihull",
2012,"Walsall"," O S Kings High St, Solihull",
2012,"Coventry"," O S Kings, Solihull",
2012,"Coventry"," O S Langley Hall Social Club, Langley Hall Rd, Olton",
2012,"Dudley","O S Touchwood Centre Poplar Rd Solihull",
2012,"Solihull","Olton Railway Station",
2012,"Coventry","Olton Tavern",
2012,"Walsall"," Os Assembly Rooms, Poplar Rd, Solihull",
2012,"Birmingham"," Os Masons Ph, High St Solihull",
2012,"Birmingham","Os Solihull Hospital",
2012,"Birmingham","Os Solihull Hospital",
2012,"Walsall","Os Solihull Hospital",
2012,"Dudley","Outside The Waterside Bar",
2012,"Sandwell","Pine Square Chelsmley Wood",
2012,"Wolverhampton"," Plume Of Feathers Public House, Stratford Rd, Shirley",
2012,"Wolverhampton"," Poplar Avenue ,Solihull ",
2012,"Walsall","Poplar Rd",
2012,"Dudley","Poplar Rd Solihull",
2012,"Wolverhampton","Poplar Rd Solihull Town Cebtre",
2012,"Sandwell","Poplar Rd Solihull Town Centre",
2012,"Wolverhampton","Poplar Rd Town Centre Solihull",
2012,"Walsall"," Poplar Rd, Solihull",
2012,"Wolverhampton","Poplar Rd",
2012,"Coventry","Poplar Rd",
2012,"Coventry","Poplar Rd",
2012,"Coventry","Poplar Rd",
2012,"Birmingham","Poplar Rd",
2012,"Wolverhampton","Poplar Rd",
2012,"Coventry","Poplar Rd Solihull",
2012,"Coventry","Poplar Rd Solihull",
2012,"Sandwell","Poplar Rd Solihull",
2012,"Sandwell"," Poplar Rd, Solihull",
2012,"Coventry"," Poplar Rd, Solihull",
2012,"Birmingham"," Poplar Rd, Solihull",
2012,"Walsall"," Poplar Rd, Solihull",
2012,"Coventry","Poplar Way ",
2012,"Sandwell","Ppoplar Rd",
2012,"Wolverhampton"," Premier Inn, Stratford Rd",
2012,"Birmingham"," Radlow Crescent, Marston Green",
2012,"Wolverhampton","Ramada Hotel",
2012,"Coventry","Rover Drive",
2012,"Walsall","Rover Drive",
2012,"Birmingham","Saddlers Arms",
2012,"Birmingham","Shirral Grove",
2012,"Sandwell","Solihull High St",
2012,"Sandwell","Solihull High St",
2012,"Solihull","Solihull Town Centre",
2012,"Dudley","Solihull Town Centre",
2012,"Walsall","Solihull Town Centre",
2012,"Walsall","Solihull Town Centre",
2012,"Birmingham","Station Rd Solihull",
2012,"Wolverhampton","Station Rd",
2012,"Wolverhampton","Station Rd",
2012,"Coventry","Station Rd Solihull",
2012,"Sandwell"," Station Rd, Solihull ",
2012,"Wolverhampton","Stratford Rd",
2012,"Coventry","Stratford Rd Shirley",
2012,"Coventry","The Bear At Berkswell",
